,# of rooms,Area,Floor,Location,Price
2278,3,60.0,2,Бостандыкский,20800000.0
2279,2,55.9,5,Ауэзовский,19500000.0
2280,2,61.0,2,Бостандыкский,23500000.0
2281,2,70.0,12,Бостандыкский,30000000.0
2282,2,50.0,4,Алмалинский,20500000.0
2283,3,70.0,3,Алмалинский,32000000.0
2284,2,53.0,6,Ауэзовский,19500000.0
2285,2,60.1,6,Бостандыкский,26000000.0
2286,1,41.0,5,Ауэзовский,12400000.0
2287,3,83.3,2,Алатауский,28500000.0
2288,4,141.0,21,Алмалинский,40000000.0
2289,3,63.0,3,Бостандыкский,20000000.0
2290,2,54.0,5,Ауэзовский,15200000.0
2291,3,85.0,8,Турксибский,25000000.0
2292,4,135.0,14,Алмалинский,63000000.0
2293,2,69.0,11,Бостандыкский,34300000.0
2294,3,80.0,16,Алмалинский,28500000.0
2295,2,50.0,5,Наурызбайский,24000000.0
2296,3,110.0,2,Бостандыкский,43000000.0
2297,3,72.0,3,Ауэзовский,29000000.0
2298,4,87.0,3,Ауэзовский,26500000.0
2299,3,97.0,7,Ауэзовский,45000000.0
2300,5,125.0,1,Медеуский,43000000.0
2301,1,43.0,17,Ауэзовский,17000000.0
2302,3,62.0,1,Бостандыкский,20500000.0
2303,2,52.0,7,Ауэзовский,17900000.0
2304,4,121.0,3,Ауэзовский,53000000.0
2305,3,59.0,2,Бостандыкский,21000000.0
2306,1,44.0,3,Бостандыкский,23480000.0
2307,3,75.0,6,Бостандыкский,34000000.0
2308,2,98.0,9,Медеуский,87000000.0
2309,1,56.0,17,Бостандыкский,24500000.0
2310,3,68.0,6,Ауэзовский,22000000.0
2311,2,42.0,3,Алмалинский,13700000.0
2312,3,70.0,9,Алмалинский,25800000.0
2313,3,64.0,3,Алмалинский,21000000.0
2314,2,54.0,3,Ауэзовский,17900000.0
2315,2,42.0,5,Бостандыкский,14500000.0
2316,2,40.0,2,Турксибский,9100000.0
2317,2,56.0,9,Алмалинский,24000000.0
2318,2,47.5,1,Турксибский,13500000.0
2319,1,38.0,2,Бостандыкский,16000000.0
2320,4,110.0,3,Бостандыкский,39000000.0
2321,2,63.1,16,Алатауский,17000000.0
2322,4,139.0,12,Алатауский,20800000.0
2323,4,125.0,7,Ауэзовский,50500000.0
2324,3,160.0,14,Ауэзовский,46500000.0
2325,2,45.0,5,Бостандыкский,16000000.0
2326,2,66.3,1,Турксибский,17300000.0
2327,4,100.0,3,Бостандыкский,41000000.0
2328,3,62.0,5,Бостандыкский,19000000.0
2329,2,40.0,3,Алмалинский,17000000.0
2330,3,80.0,16,Алмалинский,30000000.0
2331,2,66.0,8,Турксибский,17100000.0
2332,3,73.0,2,Медеуский,20000000.0
2333,1,29.0,4,Алатауский,10500000.0
2334,4,110.0,9,Наурызбайский,46300000.0
2335,1,33.0,5,Алмалинский,12600000.0
2336,1,44.0,8,Турксибский,13500000.0
2337,4,85.0,5,Алмалинский,32000000.0
2338,2,65.0,5,Бостандыкский,21700000.0
2339,4,130.0,5,Ауэзовский,43999999.0
2340,4,100.0,7,Алмалинский,38000000.0
2341,2,77.0,4,Ауэзовский,26400000.0
2342,1,31.0,3,Ауэзовский,12500000.0
2343,2,44.4,4,Бостандыкский,15440000.0
2344,3,80.0,2,Турксибский,15600000.0
2345,3,75.0,2,Турксибский,23000000.0
2346,4,162.0,15,Ауэзовский,44999999.0
2347,2,42.0,9,Бостандыкский,24900000.0
2348,3,106.6,10,Бостандыкский,28800000.0
2349,2,82.0,12,Бостандыкский,43000000.0
2350,2,54.0,5,Ауэзовский,25400000.0
2351,1,34.5,1,Ауэзовский,10500000.0
2352,5,215.0,12,Алмалинский,57999999.0
2353,2,55.0,6,Ауэзовский,23000000.0
2354,3,62.0,4,Ауэзовский,17500000.0
2355,2,60.0,5,Наурызбайский,28000000.0
2356,4,100.0,3,Бостандыкский,41000000.0
2357,3,120.0,3,Алмалинский,45000000.0
2358,3,97.0,3,Ауэзовский,53500000.0
2359,3,62.6,4,Медеуский,25000000.0
2360,3,71.5,1,Медеуский,33000000.0
2361,1,45.0,2,Жетысуский,11500000.0
2362,3,70.0,11,Алатауский,21300000.0
2363,2,60.0,9,Ауэзовский,19500000.0
2364,4,100.0,7,Алмалинский,38000000.0
2365,3,85.0,8,Турксибский,25000000.0
2366,3,56.0,4,Алмалинский,18400000.0
2367,3,61.4,1,Ауэзовский,17500000.0
2368,2,47.5,1,Турксибский,14000000.0
2369,2,61.0,5,Бостандыкский,24900000.0
2370,3,68.0,4,Бостандыкский,26500000.0
2371,2,70.0,7,Ауэзовский,28500000.0
2372,2,68.0,4,Турксибский,22000000.0
2373,2,52.4,5,Алмалинский,25000000.0
2374,4,100.0,3,Бостандыкский,54000000.0
2375,3,62.0,3,Бостандыкский,20500000.0
2376,4,100.0,3,Бостандыкский,41000000.0
2377,1,44.0,10,Бостандыкский,22500000.0
2378,2,53.0,12,Бостандыкский,29000000.0
2379,2,69.1,8,Наурызбайский,32000000.0
2380,3,117.0,7,Медеуский,45000000.0
2381,1,18.0,4,Наурызбайский,5000000.0
2382,4,100.0,7,Ауэзовский,30000000.0
2383,3,140.0,7,Алмалинский,43443000.0
2384,2,51.0,3,Медеуский,32000000.0
2385,3,120.0,8,Алмалинский,54500000.0
2386,2,74.0,7,Медеуский,41000000.0
2387,3,100.0,3,Бостандыкский,47000000.0
2388,4,100.0,3,Бостандыкский,41000000.0
2389,3,75.8,7,Турксибский,23900000.0
2390,5,153.0,6,Бостандыкский,56000000.0
2391,3,72.0,2,Ауэзовский,31000000.0
2392,1,45.0,2,Турксибский,12000000.0
2393,2,59.0,10,Алатауский,18500000.0
2394,3,108.0,7,Ауэзовский,48999999.0
2395,3,62.3,5,Ауэзовский,17500000.0
2396,4,78.0,2,Медеуский,42000000.0
2397,2,80.0,9,Бостандыкский,55000000.0
2398,3,83.0,2,Бостандыкский,42000000.0
2399,3,86.0,2,Медеуский,35000000.0
2400,4,100.0,3,Бостандыкский,41000000.0
2401,1,39.8,5,Жетысуский,11500000.0
2402,4,161.0,13,Алмалинский,53000000.0
2403,3,58.0,5,Бостандыкский,20500000.0
2404,3,58.0,3,Бостандыкский,25000000.0
2405,1,45.0,2,Турксибский,12800000.0
2406,2,62.0,4,Медеуский,38000000.0
2407,1,50.0,10,Алатауский,17000000.0
2408,5,198.0,3,Медеуский,80000000.0
2409,3,88.0,2,Медеуский,40000000.0
2410,4,184.0,8,Медеуский,105000000.0
2411,3,84.0,1,Медеуский,45000000.0
2412,2,59.0,12,Алатауский,17200000.0
2413,4,111.0,1,Медеуский,69999999.0
2414,4,144.0,6,Медеуский,80000000.0
2415,2,85.0,5,Бостандыкский,32000000.0
2416,3,68.0,1,Медеуский,35000000.0
2417,4,110.0,4,Медеуский,66300000.0
2418,5,120.0,2,Медеуский,42500000.0
2419,3,78.0,2,Медеуский,42000000.0
2420,3,90.2,4,Наурызбайский,48000000.0
2421,4,78.0,2,Медеуский,42000000.0
2422,3,69.0,8,Алмалинский,22500000.0
2423,3,134.0,5,Бостандыкский,85000000.0
2424,3,72.0,9,Ауэзовский,25500000.0
2425,3,83.0,4,Медеуский,38000000.0
2426,2,62.0,3,Медеуский,28900000.0
2427,3,88.0,7,Медеуский,36000000.0
2428,5,285.0,5,Медеуский,348000000.0
2429,3,73.0,2,Алмалинский,48500000.0
2430,1,35.0,12,Алатауский,13500000.0
2431,2,58.0,9,Бостандыкский,21000000.0
2432,3,150.0,13,Медеуский,135000000.0
2433,1,34.4,5,Ауэзовский,13500000.0
2434,1,46.0,2,Ауэзовский,20000000.0
2435,3,120.0,5,Бостандыкский,58000000.0
2436,3,58.0,5,Ауэзовский,17200000.0
2437,2,63.3,5,Алмалинский,19700000.0
2438,1,39.0,4,Ауэзовский,8700000.0
2439,3,86.0,5,Алмалинский,45000000.0
2440,2,53.0,11,Бостандыкский,28000000.0
2441,3,70.4,6,Ауэзовский,24000000.0
2442,3,67.0,4,Алмалинский,31500000.0
2443,3,84.4,3,Турксибский,25000000.0
2444,2,42.0,4,Алмалинский,14300000.0
2445,3,83.0,8,Алмалинский,35900000.0
2446,4,100.0,4,Ауэзовский,40000000.0
2447,1,18.2,1,Ауэзовский,5500000.0
2448,2,42.0,5,Алмалинский,17500000.0
2449,1,47.0,6,Бостандыкский,25000000.0
2450,4,113.16,4,Бостандыкский,57145800.0
2451,2,55.0,6,Бостандыкский,26639136.0
2452,2,69.05,5,Бостандыкский,37950000.0
2453,1,50.0,6,Бостандыкский,25403100.0
2454,3,59.0,4,Ауэзовский,16200000.0
2455,5,220.0,3,Медеуский,70000000.0
2456,1,35.8,5,Алатауский,11500000.0
2457,2,54.0,4,Алмалинский,16100000.0
2458,2,70.0,12,Медеуский,47000000.0
2459,2,54.0,4,Алмалинский,19500000.0
2460,2,83.0,1,Наурызбайский,34000000.0
2461,4,115.0,5,Бостандыкский,49000000.0
2462,2,38.0,4,Жетысуский,11000000.0
2463,2,35.0,2,Турксибский,6200000.0
2464,5,272.0,1,Медеуский,295000000.0
2465,3,76.0,4,Турксибский,25000000.0
2466,2,60.0,1,Бостандыкский,22500000.0
2467,3,83.0,1,Алмалинский,40000000.0
2468,2,60.0,8,Ауэзовский,34700000.0
2469,1,52.0,17,Бостандыкский,25000000.0
2470,3,85.0,1,Турксибский,22500000.0
2471,2,60.0,3,Бостандыкский,33000000.0
2472,4,82.0,4,Ауэзовский,34500000.0
2473,3,83.0,4,Алмалинский,34000000.0
2474,1,33.0,1,Алмалинский,12500000.0
2475,1,40.0,5,Турксибский,12500000.0
2476,4,131.6,4,Бостандыкский,57000000.0
2477,2,108.0,8,Наурызбайский,21300000.0
2478,2,60.0,2,Наурызбайский,32000000.0
2479,3,80.0,8,Алмалинский,36000000.0
2480,3,67.0,4,Алмалинский,31500000.0
2481,3,57.8,3,Ауэзовский,21500000.0
2482,3,59.0,2,Ауэзовский,16900000.0
2483,2,64.0,2,Турксибский,16800000.0
2484,4,160.0,7,Наурызбайский,25000000.0
2485,3,83.0,4,Алмалинский,34000000.0
2486,2,90.0,9,Ауэзовский,29000000.0
2487,4,120.0,6,Бостандыкский,51500000.0
2488,3,76.0,2,Турксибский,23500000.0
2489,2,56.0,7,Наурызбайский,24000000.0
2490,4,186.0,3,Медеуский,110000000.0
2491,3,68.0,5,Алмалинский,27000000.0
2492,1,47.8,5,Жетысуский,16000000.0
2493,1,31.0,5,Ауэзовский,12500000.0
2494,3,84.0,2,Турксибский,23000000.0
2495,1,36.0,5,Медеуский,14500000.0
2496,2,52.0,1,Турксибский,14000000.0
2497,2,52.0,2,Алмалинский,20000000.0
2498,3,58.0,1,Ауэзовский,16300000.0
2499,3,63.0,3,Ауэзовский,15900000.0
2500,2,43.0,1,Ауэзовский,12800000.0
2501,4,110.0,2,Бостандыкский,55000000.0
2502,1,54.0,10,Бостандыкский,21000000.0
2503,3,58.4,1,Ауэзовский,19500000.0
2504,1,33.0,1,Ауэзовский,9900000.0
2505,3,61.0,1,Ауэзовский,16500000.0
2506,2,56.0,7,Бостандыкский,24000000.0
2507,2,56.0,1,Бостандыкский,28900000.0
2508,2,50.0,5,Алмалинский,21000000.0
2509,1,35.0,1,Алатауский,11000000.0
2510,2,53.0,5,Бостандыкский,16500000.0
2511,1,36.0,10,Ауэзовский,9800000.0
2512,3,61.0,1,Ауэзовский,16500000.0
2513,3,56.0,1,Алмалинский,35000000.0
2514,2,50.0,4,Алмалинский,22500000.0
2515,1,41.0,10,Ауэзовский,10000000.0
2516,2,45.0,1,Ауэзовский,13000000.0
2517,3,76.0,8,Турксибский,21500000.0
2518,2,45.0,4,Ауэзовский,13000000.0
2519,2,105.0,12,Бостандыкский,51000000.0
2520,1,44.0,7,Турксибский,10900000.0
2521,2,49.1,4,Наурызбайский,10541760.0
2522,1,39.5,4,Ауэзовский,12500000.0
2523,1,33.0,4,Ауэзовский,11000000.0
2524,3,58.0,4,Ауэзовский,15800000.0
2525,3,75.0,4,Алмалинский,23400000.0
2526,1,30.0,1,Ауэзовский,10300000.0
2527,4,140.0,4,Наурызбайский,78000000.0
2528,1,33.0,1,Ауэзовский,11000000.0
2529,3,76.2,4,Турксибский,25000000.0
2530,1,42.0,1,Ауэзовский,11500000.0
2531,3,64.0,1,Ауэзовский,18500000.0
2532,2,59.0,1,Бостандыкский,22700000.0
2533,1,41.0,5,Ауэзовский,12400000.0
2534,3,64.0,1,Алмалинский,23500000.0
2535,1,24.0,1,Ауэзовский,6500000.0
2536,4,100.0,2,Турксибский,31000000.0
2537,1,45.0,13,Бостандыкский,19400000.0
2538,3,62.0,4,Ауэзовский,18990000.0
2539,2,69.4,11,Бостандыкский,30000000.0
2540,4,75.0,5,Бостандыкский,35000000.0
2541,1,20.0,1,Ауэзовский,7500000.0
2542,3,70.0,6,Алмалинский,29000000.0
2543,3,76.0,7,Турксибский,23500000.0
2544,1,30.2,2,Бостандыкский,15000000.0
2545,3,56.0,2,Ауэзовский,18500000.0
2546,2,53.0,4,Бостандыкский,24500000.0
2547,2,43.0,3,Ауэзовский,13200000.0
2548,2,50.0,4,Алмалинский,22500000.0
2549,2,58.0,7,Алатауский,21500000.0
2550,1,34.0,4,Ауэзовский,11000000.0
2551,1,30.0,1,Алатауский,6200000.0
2552,3,55.0,2,Бостандыкский,25000000.0
2553,1,41.0,2,Турксибский,12000000.0
2554,2,157.9,2,Медеуский,63000000.0
2555,3,90.0,4,Медеуский,90000000.0
2556,1,33.0,5,Ауэзовский,10900000.0
2557,3,70.0,1,Ауэзовский,23500000.0
2558,3,59.0,5,Ауэзовский,17500000.0
2559,1,32.0,4,Ауэзовский,11800000.0
2560,3,106.0,8,Медеуский,68000000.0
2561,3,65.0,5,Ауэзовский,21900000.0
2562,2,42.0,3,Ауэзовский,14000000.0
2563,2,51.6,4,Ауэзовский,15800000.0
2564,2,48.0,4,Бостандыкский,19000000.0
2565,4,170.0,5,Медеуский,128000000.0
2566,3,66.0,1,Алмалинский,19700000.0
2567,2,50.0,1,Ауэзовский,15500000.0
2568,2,45.0,4,Ауэзовский,12500000.0
2569,7,420.0,3,Медеуский,200000000.0
2570,1,30.0,1,Бостандыкский,10000000.0
2571,3,105.0,10,Бостандыкский,40000000.0
2572,1,30.0,2,Бостандыкский,11800000.0
2573,3,66.0,1,Алмалинский,19700000.0
2574,3,57.0,4,Алмалинский,18800000.0
2575,2,63.0,7,Бостандыкский,34300000.0
2576,2,99.0,6,Алмалинский,48500000.0
2577,3,59.0,1,Ауэзовский,17900000.0
2578,2,63.0,3,Бостандыкский,29200000.0
2579,1,32.0,4,Ауэзовский,11800000.0
2580,4,140.0,6,Бостандыкский,100000000.0
2581,5,250.0,12,Бостандыкский,160000000.0
2582,3,67.0,4,Алмалинский,24300000.0
2583,3,56.0,4,Алмалинский,18400000.0
2584,3,85.0,4,Турксибский,22500000.0
2585,3,75.8,7,Турксибский,23000000.0
2586,3,154.0,4,Бостандыкский,135000000.0
2587,3,130.0,6,Бостандыкский,69000000.0
2588,2,46.0,2,Турксибский,11900000.0
2589,1,31.0,1,Ауэзовский,11200000.0
2590,3,61.5,5,Бостандыкский,22200000.0
2591,3,52.0,5,Бостандыкский,25000000.0
2592,4,180.0,11,Алмалинский,72000000.0
2593,1,43.0,1,Ауэзовский,12700000.0
2594,3,58.0,2,Ауэзовский,17500000.0
2595,3,58.3,2,Ауэзовский,17900000.0
2596,3,61.0,1,Алмалинский,18900000.0
2597,4,150.0,15,Алмалинский,83500000.0
2598,3,94.0,15,Алмалинский,31500000.0
2599,4,125.0,4,Бостандыкский,50000000.0
2600,2,63.0,8,Наурызбайский,26000000.0
2601,3,57.0,4,Алмалинский,18800000.0
2602,1,34.5,1,Ауэзовский,10500000.0
2603,1,36.5,9,Алмалинский,12800000.0
2604,3,56.0,3,Алмалинский,19000000.0
2605,2,40.0,1,Медеуский,14300000.0
2606,2,93.0,5,Алмалинский,39500000.0
2607,3,61.0,1,Алмалинский,18900000.0
2608,2,54.0,2,Алмалинский,22500000.0
2609,4,145.0,7,Алмалинский,70000000.0
2610,3,67.0,4,Алмалинский,24300000.0
2611,1,35.0,2,Ауэзовский,13900000.0
2612,1,35.5,5,Ауэзовский,13000000.0
2613,2,62.0,1,Жетысуский,19000000.0
2614,2,69.5,2,Ауэзовский,24000000.0
2615,2,52.0,5,Жетысуский,13500000.0
2616,2,40.0,2,Медеуский,18000000.0
2617,2,45.0,3,Алмалинский,17000000.0
2618,3,82.7,1,Бостандыкский,31000000.0
2619,3,90.0,3,Ауэзовский,40800000.0
2620,3,83.0,9,Ауэзовский,35000000.0
2621,1,43.0,2,Бостандыкский,23400000.0
2622,3,62.0,1,Ауэзовский,18000000.0
2623,3,67.0,2,Алмалинский,28000000.0
2624,2,75.0,6,Бостандыкский,42000000.0
2625,3,83.0,3,Ауэзовский,36000000.0
2626,3,56.0,3,Алмалинский,19000000.0
2627,7,328.0,1,Медеуский,141040000.0
2628,3,100.0,10,Бостандыкский,45500000.0
2629,3,77.0,1,Бостандыкский,33000000.0
2630,3,61.0,4,Алмалинский,23000000.0
2631,3,68.0,3,Ауэзовский,21000000.0
2632,3,60.0,4,Алмалинский,21000000.0
2633,2,70.0,10,Ауэзовский,29000000.0
2634,3,103.3,2,Бостандыкский,37930000.0
2635,2,73.0,10,Ауэзовский,29800000.0
2636,6,310.0,1,Медеуский,250000000.0
2637,3,105.0,5,Бостандыкский,48000000.0
2638,3,67.0,9,Бостандыкский,27700000.0
2639,1,40.0,2,Ауэзовский,19500000.0
2640,4,140.0,8,Медеуский,98000000.0
2641,2,70.0,4,Медеуский,40000000.0
2642,1,30.0,4,Алмалинский,12000000.0
2643,4,145.0,2,Бостандыкский,93000000.0
2644,3,62.0,5,Медеуский,32000000.0
2645,1,32.0,5,Алмалинский,12600000.0
2646,4,78.0,8,Медеуский,38300000.0
2647,4,135.0,9,Бостандыкский,58600000.0
2648,2,60.0,9,Бостандыкский,28000000.0
2649,2,70.0,10,Бостандыкский,34000000.0
2650,2,68.0,5,Бостандыкский,33000000.0
2651,3,100.0,5,Ауэзовский,35000000.0
2652,2,60.0,10,Бостандыкский,27000000.0
2653,6,72.0,1,Алатауский,18000000.0
2654,3,150.0,18,Медеуский,69000000.0
2655,4,162.0,13,Алмалинский,56800000.0
2656,3,65.0,5,Ауэзовский,21700000.0
2657,2,68.0,8,Бостандыкский,33800000.0
2658,2,88.6,2,Бостандыкский,32532000.0
2659,4,140.0,7,Алмалинский,64000000.0
2660,2,61.0,2,Медеуский,29000000.0
2661,3,82.7,1,Бостандыкский,31000000.0
2662,3,82.7,1,Бостандыкский,31000000.0
2663,4,137.0,4,Алмалинский,65000000.0
2664,2,60.0,9,Ауэзовский,19500000.0
2665,1,34.0,5,Ауэзовский,12200000.0
2666,3,72.0,1,Бостандыкский,25400000.0
2667,3,150.0,3,Алмалинский,128000000.0
2668,2,56.6,2,Бостандыкский,26600000.0
2669,2,53.0,3,Бостандыкский,22900000.0
2670,3,76.0,4,Ауэзовский,30500000.0
2671,1,33.0,4,Ауэзовский,12000000.0
2672,1,34.0,5,Ауэзовский,12200000.0
2673,4,112.0,1,Ауэзовский,51000000.0
2674,1,50.0,3,Ауэзовский,16000000.0
2675,1,34.0,3,Бостандыкский,14800000.0
2676,3,70.0,6,Бостандыкский,29400000.0
2677,2,53.0,5,Алмалинский,30000000.0
2678,2,61.0,2,Медеуский,29000000.0
2679,1,50.0,3,Ауэзовский,16000000.0
2680,3,105.0,6,Медеуский,44000000.0
2681,4,82.0,3,Бостандыкский,30000000.0
2682,3,62.0,2,Бостандыкский,21500000.0
2683,2,55.0,5,Медеуский,23500000.0
2684,4,83.0,5,Бостандыкский,29000000.0
2685,2,75.0,4,Ауэзовский,26900000.0
2686,3,104.0,8,Бостандыкский,41500000.0
2687,3,74.0,2,Алмалинский,55000000.0
2688,4,140.0,7,Бостандыкский,110000000.0
2689,1,35.0,2,Ауэзовский,13900000.0
2690,1,33.3,2,Жетысуский,11000000.0
2691,4,81.0,3,Бостандыкский,58000000.0
2692,5,140.0,3,Алмалинский,61000000.0
2693,2,50.0,4,Медеуский,40000000.0
2694,2,52.0,2,Ауэзовский,17800000.0
2695,3,125.0,1,Бостандыкский,59000000.0
2696,3,80.0,1,Медеуский,39000000.0
2697,1,32.6,1,Ауэзовский,11000000.0
2698,2,75.0,4,Ауэзовский,26900000.0
2699,3,132.0,3,Алмалинский,60000000.0
2700,3,114.5,11,Медеуский,46000000.0
2701,1,40.0,4,Ауэзовский,14800000.0
2702,1,70.0,2,Бостандыкский,28000000.0
2703,1,41.0,7,Ауэзовский,16000000.0
2704,3,151.8,6,Медеуский,67000000.0
2705,1,33.0,4,Ауэзовский,12000000.0
2706,2,55.0,2,Турксибский,12000000.0
2707,3,77.0,1,Бостандыкский,33000000.0
2708,2,58.0,5,Турксибский,16000000.0
2709,2,82.0,6,Бостандыкский,35600000.0
2710,1,33.0,3,Ауэзовский,12000000.0
2711,3,61.0,3,Ауэзовский,19000000.0
2712,3,72.0,9,Бостандыкский,27400000.0
2713,1,32.0,2,Турксибский,7800000.0
2714,4,82.0,3,Бостандыкский,30000000.0
2715,3,103.0,5,Бостандыкский,49000000.0
2716,1,33.0,2,Ауэзовский,11700000.0
2717,1,59.9,10,Бостандыкский,21000000.0
2718,3,103.0,6,Бостандыкский,84000000.0
2719,3,66.0,5,Жетысуский,19000000.0
2720,2,54.0,4,Бостандыкский,21400000.0
2721,1,32.6,1,Ауэзовский,11000000.0
2722,2,70.0,13,Алмалинский,24500000.0
2723,2,48.0,5,Ауэзовский,15800000.0
2724,2,52.0,9,Алмалинский,21000000.0
2725,4,140.0,8,Алмалинский,43289000.0
2726,2,58.9,4,Алатауский,25000000.0
2727,2,48.0,4,Бостандыкский,19000000.0
2728,3,200.0,3,Медеуский,149999999.0
2729,4,90.0,6,Бостандыкский,37800000.0
2730,3,67.0,2,Алмалинский,28000000.0
2731,1,34.0,1,Ауэзовский,12200000.0
2732,3,103.0,2,Бостандыкский,48500000.0
2733,2,65.0,9,Бостандыкский,45000000.0
2734,1,40.0,4,Ауэзовский,14800000.0
2735,2,46.0,4,Бостандыкский,15300000.0
2736,2,44.5,5,Алмалинский,18000000.0
2737,3,67.0,5,Ауэзовский,20000000.0
2738,1,41.0,7,Ауэзовский,16000000.0
2739,3,133.0,10,Бостандыкский,62000000.0
2740,2,45.0,5,Бостандыкский,15800000.0
2741,3,111.9,6,Ауэзовский,41000000.0
2742,2,60.0,3,Бостандыкский,20400000.0
2743,2,58.0,1,Алмалинский,25000000.0
2744,1,13.0,1,Ауэзовский,5300000.0
2745,3,90.0,4,Бостандыкский,61000000.0
2746,1,22.0,3,Ауэзовский,6500000.0
2747,2,44.0,2,Бостандыкский,18500000.0
2748,4,137.0,12,Алатауский,22000000.0
2749,1,39.0,6,Жетысуский,9200000.0
2750,3,78.4,1,Жетысуский,24000000.0
2751,4,72.0,2,Алмалинский,24000000.0
2752,2,43.0,3,Ауэзовский,15200000.0
2753,1,45.0,13,Бостандыкский,19400000.0
2754,2,43.0,2,Ауэзовский,15100000.0
2755,2,51.7,3,Турксибский,16000000.0
2756,2,43.0,3,Бостандыкский,14600000.0
2757,4,90.0,7,Бостандыкский,32000000.0
2758,2,45.4,3,Алатауский,8200000.0
2759,3,62.0,3,Алмалинский,19400000.0
2760,4,140.0,4,Алмалинский,42417000.0
2761,3,79.0,1,Ауэзовский,30000000.0
2762,1,32.0,1,Алмалинский,12000000.0
2763,3,67.0,5,Ауэзовский,20000000.0
2764,2,43.0,4,Бостандыкский,16800000.0
2765,3,140.0,3,Алмалинский,43504440.0
2766,3,113.0,7,Бостандыкский,60000000.0
2767,4,90.0,5,Бостандыкский,34500000.0
2768,3,116.0,3,Алмалинский,35744000.0
2769,2,43.2,4,Ауэзовский,16000000.0
2770,2,78.0,2,Ауэзовский,25000000.0
2771,1,37.0,9,Бостандыкский,18800000.0
2772,4,86.0,3,Ауэзовский,26700000.0
2773,2,92.0,5,Наурызбайский,25000000.0
2774,3,76.0,5,Ауэзовский,25000000.0
2775,1,35.0,4,Алмалинский,15500000.0
2776,2,65.7,10,Ауэзовский,17300000.0
2777,2,47.0,1,Медеуский,30000000.0
2778,2,53.0,3,Бостандыкский,23200000.0
2779,1,33.0,3,Ауэзовский,12000000.0
2780,2,108.0,8,Наурызбайский,22000000.0
2781,2,58.4,9,Алатауский,19300000.0
2782,4,83.0,1,Алмалинский,32500000.0
2783,1,29.0,12,Алмалинский,14900000.0
2784,1,29.0,12,Алмалинский,14900000.0
2785,3,102.0,9,Алмалинский,40000000.0
2786,4,82.0,7,Медеуский,37300000.0
2787,2,54.0,4,Алмалинский,22800000.0
2788,4,108.0,2,Бостандыкский,78000000.0
2789,2,68.0,7,Наурызбайский,26000000.0
2790,3,71.0,6,Турксибский,19260000.0
2791,2,44.0,3,Турксибский,9800000.0
2792,2,42.0,5,Бостандыкский,17500000.0
2793,4,176.0,6,Алмалинский,77000000.0
2794,2,42.0,1,Бостандыкский,16900000.0
2795,2,110.0,17,Бостандыкский,51000000.0
2796,2,54.0,5,Алмалинский,23500000.0
2797,2,62.0,4,Наурызбайский,19000000.0
2798,3,71.0,6,Ауэзовский,24500000.0
2799,3,142.8,2,Бостандыкский,99960000.0
2800,2,42.0,2,Бостандыкский,16500000.0
2801,3,78.0,5,Алмалинский,27500000.0
2802,3,109.0,7,Медеуский,60000000.0
2803,3,70.0,2,Ауэзовский,25000000.0
2804,4,190.0,4,Медеуский,116000000.0
2805,2,52.0,2,Алмалинский,22500000.0
2806,2,72.0,9,Алмалинский,26000000.0
2807,3,140.0,2,Медеуский,75000000.0
2808,3,68.0,6,Ауэзовский,23000000.0
2809,2,58.0,6,Алмалинский,28500000.0
2810,2,86.0,3,Бостандыкский,36600000.0
2811,4,97.0,6,Алмалинский,34000000.0
2812,4,134.0,5,Алмалинский,123000000.0
2813,4,216.0,4,Алмалинский,214000000.0
2814,3,93.0,5,Алмалинский,31000000.0
2815,3,125.0,15,Ауэзовский,81000000.0
2816,4,95.0,6,Алмалинский,33500000.0
2817,1,45.0,4,Алмалинский,18000000.0
2818,3,83.0,4,Медеуский,38500000.0
2819,2,46.0,2,Бостандыкский,18500000.0
2820,3,73.0,4,Ауэзовский,28500000.0
2821,1,52.3,3,Алмалинский,26000000.0
2822,2,41.1,1,Медеуский,25000000.0
2823,3,84.0,5,Алмалинский,39000000.0
2824,2,65.0,6,Алмалинский,21500000.0
2825,3,85.0,2,Ауэзовский,36000000.0
2826,3,101.0,7,Бостандыкский,55000000.0
2827,3,56.0,1,Ауэзовский,28000000.0
2828,2,55.0,6,Ауэзовский,23000000.0
2829,5,277.0,9,Медеуский,130000000.0
2830,3,79.0,1,Ауэзовский,30000000.0
2831,3,73.0,4,Ауэзовский,28500000.0
2832,3,82.0,4,Медеуский,52000000.0
2833,3,110.0,2,Бостандыкский,60000000.0
2834,1,35.0,3,Алмалинский,16000000.0
2835,1,36.9,6,Алатауский,14000000.0
2836,3,63.0,4,Турксибский,18500000.0
2837,3,83.0,7,Медеуский,45000000.0
2838,3,130.0,5,Бостандыкский,68000000.0
2839,3,67.0,3,Ауэзовский,21000000.0
2840,3,143.0,8,Медеуский,100000000.0
2841,3,134.0,1,Медеуский,84700000.0
2842,2,44.5,5,Бостандыкский,15800000.0
2843,3,68.0,3,Ауэзовский,21000000.0
2844,3,59.0,3,Алмалинский,20500000.0
2845,3,142.0,2,Медеуский,92400000.0
2846,5,149.0,3,Бостандыкский,42000000.0
2847,1,41.0,5,Ауэзовский,17000000.0
2848,5,149.0,3,Бостандыкский,42000000.0
2849,1,41.0,5,Ауэзовский,17000000.0
2850,4,156.0,3,Медеуский,88888888.0
2851,2,58.7,9,Алатауский,20000000.0
